Node: 104.23.113.83, Ping: 453.430 ms, Download Speed: 985174.63 Mbps
Node: 104.23.113.84, Ping: 251.295 ms, Download Speed: 4364804.16 Mbps
Node: 104.23.113.85, Ping: 384.826 ms, Download Speed: 3992347.37 Mbps
Node: 104.23.113.86, Ping: 384.826 ms, Download Speed: 3181221.61 Mbps
Node: 104.23.113.87, Ping: 384.826 ms, Download Speed: 6827161.49 Mbps
Node: 104.23.113.88, Ping: 254.168 ms, Download Speed: 2040655.34 Mbps
Node: 104.23.113.89, Ping: 494.447 ms, Download Speed: 5891587.51 Mbps
Node: 104.23.113.90, Ping: 604.808 ms, Download Speed: 1936851.09 Mbps
Node: 104.23.113.91, Ping: 604.808 ms, Download Speed: 1898495.91 Mbps
Node: 104.23.113.92, Ping: 604.808 ms, Download Speed: 1730585.58 Mbps
Node: 104.23.113.93, Ping: 604.808 ms, Download Speed: 6055219.65 Mbps
Node: 104.23.113.94, Ping: 248.862 ms, Download Speed: 1459136.16 Mbps
Node: 104.23.113.95, Ping: 248.862 ms, Download Speed: 3095471.93 Mbps
Node: 104.23.113.96, Ping: 300.909 ms, Download Speed: 1717849.49 Mbps
Node: 104.23.113.97, Ping: 432.404 ms, Download Speed: 2466245.94 Mbps
Node: 104.23.113.98, Ping: 277.384 ms, Download Speed: 3023347.39 Mbps
Node: 104.23.113.99, Ping: 348.059 ms, Download Speed: 1124808.11 Mbps
Node: 104.23.113.100, Ping: 348.059 ms, Download Speed: 1004506.23 Mbps
Node: 104.23.113.101, Ping: 348.059 ms, Download Speed: 3151806.92 Mbps
Node: 104.23.113.102, Ping: 348.059 ms, Download Speed: 907547.24 Mbps
Node: 104.23.113.103, Ping: 348.059 ms, Download Speed: 6142687.78 Mbps
Node: 104.23.113.104, Ping: 348.059 ms, Download Speed: 2634302.81 Mbps
Node: 104.23.113.105, Ping: 348.059 ms, Download Speed: 1093228.62 Mbps
Node: 104.23.113.106, Ping: 278.439 ms, Download Speed: 2957966.46 Mbps
Node: 104.23.113.107, Ping: 298.815 ms, Download Speed: 1758862.89 Mbps
Node: 104.23.113.108, Ping: 287.444 ms, Download Speed: 7149937.23 Mbps
Node: 104.23.113.109, Ping: 343.947 ms, Download Speed: 2016132.61 Mbps
Node: 104.23.113.110, Ping: 280.240 ms, Download Speed: 4845952.04 Mbps
Node: 104.23.113.111, Ping: 295.112 ms, Download Speed: 3454767.77 Mbps
Node: 104.23.113.112, Ping: 295.112 ms, Download Speed: 1834045.31 Mbps
Node: 104.23.113.113, Ping: 265.413 ms, Download Speed: 3813680.78 Mbps
Node: 104.23.113.114, Ping: 265.413 ms, Download Speed: 4616755.13 Mbps
Node: 104.23.113.115, Ping: 283.984 ms, Download Speed: 3207832.77 Mbps
Node: 104.23.113.116, Ping: 283.984 ms, Download Speed: 5027469.62 Mbps
Node: 104.23.113.117, Ping: 283.984 ms, Download Speed: 2356117.89 Mbps
Node: 104.23.113.118, Ping: 421.545 ms, Download Speed: 3962878.11 Mbps
Node: 104.23.113.119, Ping: 251.318 ms, Download Speed: 2676325.58 Mbps
Node: 104.23.113.120, Ping: 398.748 ms, Download Speed: 1972974.09 Mbps
Node: 104.23.113.121, Ping: 398.748 ms, Download Speed: 3357541.66 Mbps
Node: 104.23.113.122, Ping: 312.351 ms, Download Speed: 4569114.14 Mbps
Node: 104.23.113.123, Ping: 308.751 ms, Download Speed: 1504788.49 Mbps
Node: 104.23.113.124, Ping: 405.603 ms, Download Speed: 4079566.20 Mbps
Node: 104.23.113.125, Ping: 405.603 ms, Download Speed: 5458085.27 Mbps
Node: 104.23.113.126, Ping: 405.603 ms, Download Speed: 7278371.96 Mbps
Node: 104.23.113.127, Ping: 276.637 ms, Download Speed: 4296685.97 Mbps
Node: 104.23.113.128, Ping: 295.250 ms, Download Speed: 2490413.60 Mbps
Node: 104.23.113.129, Ping: 387.516 ms, Download Speed: 2780454.00 Mbps
Node: 104.23.113.131, Ping: 387.516 ms, Download Speed: 2369244.98 Mbps
Node: 104.23.113.132, Ping: 387.516 ms, Download Speed: 3928084.23 Mbps
Node: 104.23.113.133, Ping: 387.516 ms, Download Speed: 4157358.72 Mbps
Node: 104.23.113.134, Ping: 274.971 ms, Download Speed: 921113.34 Mbps
Node: 104.23.113.135, Ping: 274.971 ms, Download Speed: 1669958.90 Mbps
Node: 104.23.113.136, Ping: 274.971 ms, Download Speed: 3879825.92 Mbps
Node: 104.23.113.137, Ping: 274.971 ms, Download Speed: 3377343.16 Mbps
Node: 104.23.113.138, Ping: 274.971 ms, Download Speed: 2113456.99 Mbps
Node: 104.23.113.139, Ping: 274.971 ms, Download Speed: 1691398.14 Mbps
Node: 104.23.113.140, Ping: 590.370 ms, Download Speed: 3739957.59 Mbps
Node: 104.23.113.141, Ping: 590.370 ms, Download Speed: 3390674.43 Mbps
Node: 104.23.113.142, Ping: 265.649 ms, Download Speed: 1990622.59 Mbps
Node: 104.23.113.143, Ping: 247.986 ms, Download Speed: 189779.96 Mbps
Node: 104.23.113.144, Ping: 414.883 ms, Download Speed: 3450050.04 Mbps
Node: 104.23.113.145, Ping: 414.883 ms, Download Speed: 3531174.30 Mbps
Node: 104.23.113.147, Ping: 414.883 ms, Download Speed: 2761681.65 Mbps
Node: 104.23.113.148, Ping: 329.656 ms, Download Speed: 3832055.05 Mbps
Node: 104.23.113.149, Ping: 292.489 ms, Download Speed: 3630879.45 Mbps
Node: 104.23.113.150, Ping: 309.456 ms, Download Speed: 2571528.74 Mbps
Node: 104.23.113.151, Ping: 301.320 ms, Download Speed: 1393791.11 Mbps
Node: 104.23.113.152, Ping: 301.320 ms, Download Speed: 2550910.08 Mbps
Node: 104.23.113.153, Ping: 301.320 ms, Download Speed: 3308656.73 Mbps
Node: 104.23.113.154, Ping: 301.320 ms, Download Speed: 1740897.12 Mbps
Node: 104.23.113.155, Ping: 304.999 ms, Download Speed: 2873848.98 Mbps
Node: 104.23.113.156, Ping: 302.213 ms, Download Speed: 3341086.97 Mbps
